 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,State,County,Overdose_mortality
CN2402700000000,24,27,"Howard County, MD",Maryland,Howard,10
CN2402900000000,24,29,"Kent County, MD",Maryland,Kent,25
CN2403100000000,24,31,"Montgomery County, MD",Maryland,Montgomery,7
CN2403300000000,24,33,"Prince George's County, MD",Maryland,Prince George's,7
CN2403500000000,24,35,"Queen Anne's County, MD",Maryland,Queen Anne's,21
CN2403700000000,24,37,"St. Mary's County, MD",Maryland,St. Mary's,14
CN2403900000000,24,39,"Somerset County, MD",Maryland,Somerset,18
CN2404100000000,24,41,"Talbot County, MD",Maryland,Talbot,13
CN2404300000000,24,43,"Washington County, MD",Maryland,Washington,31
CN2404500000000,24,45,"Wicomico County, MD",Maryland,Wicomico,12
CN2404700000000,24,47,"Worcester County, MD",Maryland,Worcester,23
CN2451000000000,24,510,"Baltimore city, MD",Maryland,Baltimore City,42
CN2500100000000,25,1,"Barnstable County, MA",Massachusetts,Barnstable,27
CN2500300000000,25,3,"Berkshire County, MA",Massachusetts,Berkshire,23
CN2500500000000,25,5,"Bristol County, MA",Massachusetts,Bristol,28
CN2500700000000,25,7,"Dukes County, MA",Massachusetts,Dukes,25
CN2500900000000,25,9,"Essex County, MA",Massachusetts,Essex,24
CN2501100000000,25,11,"Franklin County, MA",Massachusetts,Franklin,21
CN2501300000000,25,13,"Hampden County, MA",Massachusetts,Hampden,18
CN2501500000000,25,15,"Hampshire County, MA",Massachusetts,Hampshire,16
CN2501700000000,25,17,"Middlesex County, MA",Massachusetts,Middlesex,16
CN2501900000000,25,19,"Nantucket County/town, MA",Massachusetts,Nantucket,
CN2502100000000,25,21,"Norfolk County, MA",Massachusetts,Norfolk,18
CN2502300000000,25,23,"Plymouth County, MA",Massachusetts,Plymouth,23
CN2502500000000,25,25,"Suffolk County, MA",Massachusetts,Suffolk,19
CN2502700000000,25,27,"Worcester County, MA",Massachusetts,Worcester,21
CN2600100000000,26,1,"Alcona County, MI",Michigan,Alcona,
CN2600300000000,26,3,"Alger County, MI",Michigan,Alger,
CN2600500000000,26,5,"Allegan County, MI",Michigan,Allegan,13
CN2600700000000,26,7,"Alpena County, MI",Michigan,Alpena,12
CN2600900000000,26,9,"Antrim County, MI",Michigan,Antrim,16
CN2601100000000,26,11,"Arenac County, MI",Michigan,Arenac,
CN2601300000000,26,13,"Baraga County, MI",Michigan,Baraga,
CN2601500000000,26,15,"Barry County, MI",Michigan,Barry,11
CN2601700000000,26,17,"Bay County, MI",Michigan,Bay,19
CN2601900000000,26,19,"Benzie County, MI",Michigan,Benzie,23
CN2602100000000,26,21,"Berrien County, MI",Michigan,Berrien,18
CN2602300000000,26,23,"Branch County, MI",Michigan,Branch,14
CN2602500000000,26,25,"Calhoun County, MI",Michigan,Calhoun,26
CN2602700000000,26,27,"Cass County, MI",Michigan,Cass,14
CN2602900000000,26,29,"Charlevoix County, MI",Michigan,Charlevoix,
CN2603100000000,26,31,"Cheboygan County, MI",Michigan,Cheboygan,13
CN2603300000000,26,33,"Chippewa County, MI",Michigan,Chippewa,12
CN2603500000000,26,35,"Clare County, MI",Michigan,Clare,21
CN2603700000000,26,37,"Clinton County, MI",Michigan,Clinton,11
CN2603900000000,26,39,"Crawford County, MI",Michigan,Crawford,
CN2604100000000,26,41,"Delta County, MI",Michigan,Delta,
CN2604300000000,26,43,"Dickinson County, MI",Michigan,Dickinson,15
CN2604500000000,26,45,"Eaton County, MI",Michigan,Eaton,17
CN2604700000000,26,47,"Emmet County, MI",Michigan,Emmet,
CN2604900000000,26,49,"Genesee County, MI",Michigan,Genesee,14
CN2605100000000,26,51,"Gladwin County, MI",Michigan,Gladwin,22
CN2605300000000,26,53,"Gogebic County, MI",Michigan,Gogebic,
CN2605500000000,26,55,"Grand Traverse County, MI",Michigan,Grand Traverse,12
CN2605700000000,26,57,"Gratiot County, MI",Michigan,Gratiot,
CN2605900000000,26,59,"Hillsdale County, MI",Michigan,Hillsdale,7
CN2606100000000,26,61,"Houghton County, MI",Michigan,Houghton,
CN2606300000000,26,63,"Huron County, MI",Michigan,Huron,
CN2606500000000,26,65,"Ingham County, MI",Michigan,Ingham,20
CN2606700000000,26,67,"Ionia County, MI",Michigan,Ionia,16
CN2606900000000,26,69,"Iosco County, MI",Michigan,Iosco,20
CN2607100000000,26,71,"Iron County, MI",Michigan,Iron,
CN2607300000000,26,73,"Isabella County, MI",Michigan,Isabella,10
CN2607500000000,26,75,"Jackson County, MI",Michigan,Jackson,8
CN2607700000000,26,77,"Kalamazoo County, MI",Michigan,Kalamazoo,14
CN2607900000000,26,79,"Kalkaska County, MI",Michigan,Kalkaska,
CN2608100000000,26,81,"Kent County, MI",Michigan,Kent,12
CN2608300000000,26,83,"Keweenaw County, MI",Michigan,Keweenaw,
CN2608500000000,26,85,"Lake County, MI",Michigan,Lake,
CN2608700000000,26,87,"Lapeer County, MI",Michigan,Lapeer,11
CN2608900000000,26,89,"Leelanau County, MI",Michigan,Leelanau,
CN2609100000000,26,91,"Lenawee County, MI",Michigan,Lenawee,19
CN2609300000000,26,93,"Livingston County, MI",Michigan,Livingston,19
CN2609500000000,26,95,"Luce County, MI",Michigan,Luce,
CN2609700000000,26,97,"Mackinac County, MI",Michigan,Mackinac,
CN2609900000000,26,99,"Macomb County, MI",Michigan,Macomb,29
CN2610100000000,26,101,"Manistee County, MI",Michigan,Manistee,18
CN2610300000000,26,103,"Marquette County, MI",Michigan,Marquette,18
CN2610500000000,26,105,"Mason County, MI",Michigan,Mason,14
CN2610700000000,26,107,"Mecosta County, MI",Michigan,Mecosta,12
CN2610900000000,26,109,"Menominee County, MI",Michigan,Menominee,17
CN2611100000000,26,111,"Midland County, MI",Michigan,Midland,9
CN2611300000000,26,113,"Missaukee County, MI",Michigan,Missaukee,
CN2611500000000,26,115,"Monroe County, MI",Michigan,Monroe,28
CN2611700000000,26,117,"Montcalm County, MI",Michigan,Montcalm,15
CN2611900000000,26,119,"Montmorency County, MI",Michigan,Montmorency,
CN2612100000000,26,121,"Muskegon County, MI",Michigan,Muskegon,25
CN2612300000000,26,123,"Newaygo County, MI",Michigan,Newaygo,10
CN2612500000000,26,125,"Oakland County, MI",Michigan,Oakland,10
CN2612700000000,26,127,"Oceana County, MI",Michigan,Oceana,22
CN2612900000000,26,129,"Ogemaw County, MI",Michigan,Ogemaw,32
CN2613100000000,26,131,"Ontonagon County, MI",Michigan,Ontonagon,
CN2613300000000,26,133,"Osceola County, MI",Michigan,Osceola,16
CN2613500000000,26,135,"Oscoda County, MI",Michigan,Oscoda,
CN2613700000000,26,137,"Otsego County, MI",Michigan,Otsego,
CN2613900000000,26,139,"Ottawa County, MI",Michigan,Ottawa,10
CN2614100000000,26,141,"Presque Isle County, MI",Michigan,Presque Isle,
CN2614300000000,26,143,"Roscommon County, MI",Michigan,Roscommon,15
CN2614500000000,26,145,"Saginaw County, MI",Michigan,Saginaw,18
CN2614700000000,26,147,"St. Clair County, MI",Michigan,St. Clair,26
CN2614900000000,26,149,"St. Joseph County, MI",Michigan,St. Joseph,13
CN2615100000000,26,151,"Sanilac County, MI",Michigan,Sanilac,12
CN2615300000000,26,153,"Schoolcraft County, MI",Michigan,Schoolcraft,
CN2615500000000,26,155,"Shiawassee County, MI",Michigan,Shiawassee,11
CN2615700000000,26,157,"Tuscola County, MI",Michigan,Tuscola,12
CN2615900000000,26,159,"Van Buren County, MI",Michigan,Van Buren,17
CN2616100000000,26,161,"Washtenaw County, MI",Michigan,Washtenaw,17
CN2616300000000,26,163,"Wayne County, MI",Michigan,Wayne,27
CN2616500000000,26,165,"Wexford County, MI",Michigan,Wexford,17
CN2700100000000,27,1,"Aitkin County, MN",Minnesota,Aitkin,21
CN2700300000000,27,3,"Anoka County, MN",Minnesota,Anoka,10
CN2700500000000,27,5,"Becker County, MN",Minnesota,Becker,
CN2700700000000,27,7,"Beltrami County, MN",Minnesota,Beltrami,8
CN2700900000000,27,9,"Benton County, MN",Minnesota,Benton,9
CN2701100000000,27,11,"Big Stone County, MN",Minnesota,Big Stone,
CN2701300000000,27,13,"Blue Earth County, MN",Minnesota,Blue Earth,
CN2701500000000,27,15,"Brown County, MN",Minnesota,Brown,
CN2701700000000,27,17,"Carlton County, MN",Minnesota,Carlton,16
CN2701900000000,27,19,"Carver County, MN",Minnesota,Carver,6
CN2702100000000,27,21,"Cass County, MN",Minnesota,Cass,21
CN2702300000000,27,23,"Chippewa County, MN",Minnesota,Chippewa,
CN2702500000000,27,25,"Chisago County, MN",Minnesota,Chisago,11
CN2702700000000,27,27,"Clay County, MN",Minnesota,Clay,18
CN2702900000000,27,29,"Clearwater County, MN",Minnesota,Clearwater,
CN2703100000000,27,31,"Cook County, MN",Minnesota,Cook,
CN2703300000000,27,33,"Cottonwood County, MN",Minnesota,Cottonwood,
CN2703500000000,27,35,"Crow Wing County, MN",Minnesota,Crow Wing,13
CN2703700000000,27,37,"Dakota County, MN",Minnesota,Dakota,9
CN2703900000000,27,39,"Dodge County, MN",Minnesota,Dodge,
CN2704100000000,27,41,"Douglas County, MN",Minnesota,Douglas,
CN2704300000000,27,43,"Faribault County, MN",Minnesota,Faribault,
CN2704500000000,27,45,"Fillmore County, MN",Minnesota,Fillmore,
CN2704700000000,27,47,"Freeborn County, MN",Minnesota,Freeborn,
CN2704900000000,27,49,"Goodhue County, MN",Minnesota,Goodhue,7
CN2705100000000,27,51,"Grant County, MN",Minnesota,Grant,
CN2705300000000,27,53,"Hennepin County, MN",Minnesota,Hennepin,12
CN2705500000000,27,55,"Houston County, MN",Minnesota,Houston,
CN2705700000000,27,57,"Hubbard County, MN",Minnesota,Hubbard,
CN2705900000000,27,59,"Isanti County, MN",Minnesota,Isanti,
CN2706100000000,27,61,"Itasca County, MN",Minnesota,Itasca,12
CN2706300000000,27,63,"Jackson County, MN",Minnesota,Jackson,
CN2706500000000,27,65,"Kanabec County, MN",Minnesota,Kanabec,
CN2706700000000,27,67,"Kandiyohi County, MN",Minnesota,Kandiyohi,8
CN2706900000000,27,69,"Kittson County, MN",Minnesota,Kittson,
CN2707100000000,27,71,"Koochiching County, MN",Minnesota,Koochiching,
CN2707300000000,27,73,"Lac qui Parle County, MN",Minnesota,Lac qui Parle,
CN2707500000000,27,75,"Lake County, MN",Minnesota,Lake,
CN2707700000000,27,77,"Lake of the Woods County, MN",Minnesota,Lake of the Woods,
CN2707900000000,27,79,"Le Sueur County, MN",Minnesota,Le Sueur,
CN2708100000000,27,81,"Lincoln County, MN",Minnesota,Lincoln,
CN2708300000000,27,83,"Lyon County, MN",Minnesota,Lyon,
CN2708500000000,27,85,"McLeod County, MN",Minnesota,McLeod,
CN2708700000000,27,87,"Mahnomen County, MN",Minnesota,Mahnomen,
CN2708900000000,27,89,"Marshall County, MN",Minnesota,Marshall,
CN2709100000000,27,91,"Martin County, MN",Minnesota,Martin,
CN2709300000000,27,93,"Meeker County, MN",Minnesota,Meeker,
CN2709500000000,27,95,"Mille Lacs County, MN",Minnesota,Mille Lacs,15
CN2709700000000,27,97,"Morrison County, MN",Minnesota,Morrison,
CN2709900000000,27,99,"Mower County, MN",Minnesota,Mower,14
CN2710100000000,27,101,"Murray County, MN",Minnesota,Murray,
CN2710300000000,27,103,"Nicollet County, MN",Minnesota,Nicollet,
CN2710500000000,27,105,"Nobles County, MN",Minnesota,Nobles,
CN2710700000000,27,107,"Norman County, MN",Minnesota,Norman,
CN2710900000000,27,109,"Olmsted County, MN",Minnesota,Olmsted,10
CN2711100000000,27,111,"Otter Tail County, MN",Minnesota,Otter Tail,6
CN2711300000000,27,113,"Pennington County, MN",Minnesota,Pennington,
CN2711500000000,27,115,"Pine County, MN",Minnesota,Pine,13
CN2711700000000,27,117,"Pipestone County, MN",Minnesota,Pipestone,
CN2711900000000,27,119,"Polk County, MN",Minnesota,Polk,17
CN2712100000000,27,121,"Pope County, MN",Minnesota,Pope,
CN2712300000000,27,123,"Ramsey County, MN",Minnesota,Ramsey,13
CN2712500000000,27,125,"Red Lake County, MN",Minnesota,Red Lake,
CN2712700000000,27,127,"Redwood County, MN",Minnesota,Redwood,
CN2712900000000,27,129,"Renville County, MN",Minnesota,Renville,
CN2713100000000,27,131,"Rice County, MN",Minnesota,Rice,5
CN2713300000000,27,133,"Rock County, MN",Minnesota,Rock,
CN2713500000000,27,135,"Roseau County, MN",Minnesota,Roseau,
CN2713700000000,27,137,"St. Louis County, MN",Minnesota,St. Louis,15
CN2713900000000,27,139,"Scott County, MN",Minnesota,Scott,3
CN2714100000000,27,141,"Sherburne County, MN",Minnesota,Sherburne,10
CN2714300000000,27,143,"Sibley County, MN",Minnesota,Sibley,
CN2714500000000,27,145,"Stearns County, MN",Minnesota,Stearns,10
CN2714700000000,27,147,"Steele County, MN",Minnesota,Steele,
CN2714900000000,27,149,"Stevens County, MN",Minnesota,Stevens,
CN2715100000000,27,151,"Swift County, MN",Minnesota,Swift,
CN2715300000000,27,153,"Todd County, MN",Minnesota,Todd,
CN2715500000000,27,155,"Traverse County, MN",Minnesota,Traverse,
CN2715700000000,27,157,"Wabasha County, MN",Minnesota,Wabasha,
CN2715900000000,27,159,"Wadena County, MN",Minnesota,Wadena,
CN2716100000000,27,161,"Waseca County, MN",Minnesota,Waseca,
CN2716300000000,27,163,"Washington County, MN",Minnesota,Washington,8
CN2716500000000,27,165,"Watonwan County, MN",Minnesota,Watonwan,
CN2716700000000,27,167,"Wilkin County, MN",Minnesota,Wilkin,
CN2716900000000,27,169,"Winona County, MN",Minnesota,Winona,12
CN2717100000000,27,171,"Wright County, MN",Minnesota,Wright,5
CN2717300000000,27,173,"Yellow Medicine County, MN",Minnesota,Yellow Medicine,
CN2800100000000,28,1,"Adams County, MS",Mississippi,Adams,
CN2800300000000,28,3,"Alcorn County, MS",Mississippi,Alcorn,16
CN2800500000000,28,5,"Amite County, MS",Mississippi,Amite,
CN2800700000000,28,7,"Attala County, MS",Mississippi,Attala,
CN2800900000000,28,9,"Benton County, MS",Mississippi,Benton,
CN2801100000000,28,11,"Bolivar County, MS",Mississippi,Bolivar,
CN2801300000000,28,13,"Calhoun County, MS",Mississippi,Calhoun,
CN2801500000000,28,15,"Carroll County, MS",Mississippi,Carroll,
CN2801700000000,28,17,"Chickasaw County, MS",Mississippi,Chickasaw,
CN2801900000000,28,19,"Choctaw County, MS",Mississippi,Choctaw,
CN2802100000000,28,21,"Claiborne County, MS",Mississippi,Claiborne,
CN2802300000000,28,23,"Clarke County, MS",Mississippi,Clarke,
CN2802500000000,28,25,"Clay County, MS",Mississippi,Clay,
CN2802700000000,28,27,"Coahoma County, MS",Mississippi,Coahoma,19
CN2802900000000,28,29,"Copiah County, MS",Mississippi,Copiah,
CN2803100000000,28,31,"Covington County, MS",Mississippi,Covington,
CN2803300000000,28,33,"DeSoto County, MS",Mississippi,DeSoto,13
CN2803500000000,28,35,"Forrest County, MS",Mississippi,Forrest,10
CN2803700000000,28,37,"Franklin County, MS",Mississippi,Franklin,
CN2803900000000,28,39,"George County, MS",Mississippi,George,26
CN2804100000000,28,41,"Greene County, MS",Mississippi,Greene,
CN2804300000000,28,43,"Grenada County, MS",Mississippi,Grenada,
CN2804500000000,28,45,"Hancock County, MS",Mississippi,Hancock,25
CN2804700000000,28,47,"Harrison County, MS",Mississippi,Harrison,20
CN2804900000000,28,49,"Hinds County, MS",Mississippi,Hinds,5
CN2805100000000,28,51,"Holmes County, MS",Mississippi,Holmes,
CN2805300000000,28,53,"Humphreys County, MS",Mississippi,Humphreys,
CN2805500000000,28,55,"Issaquena County, MS",Mississippi,Issaquena,
CN2805700000000,28,57,"Itawamba County, MS",Mississippi,Itawamba,
CN2805900000000,28,59,"Jackson County, MS",Mississippi,Jackson,19
CN2806100000000,28,61,"Jasper County, MS",Mississippi,Jasper,
CN2806300000000,28,63,"Jefferson County, MS",Mississippi,Jefferson,
CN2806500000000,28,65,"Jefferson Davis County, MS",Mississippi,Jefferson Davis,
CN2806700000000,28,67,"Jones County, MS",Mississippi,Jones,6
CN2806900000000,28,69,"Kemper County, MS",Mississippi,Kemper,
CN2807100000000,28,71,"Lafayette County, MS",Mississippi,Lafayette,
CN2807300000000,28,73,"Lamar County, MS",Mississippi,Lamar,16
CN2807500000000,28,75,"Lauderdale County, MS",Mississippi,Lauderdale,7
CN2807700000000,28,77,"Lawrence County, MS",Mississippi,Lawrence,
CN2807900000000,28,79,"Leake County, MS",Mississippi,Leake,16
CN2808100000000,28,81,"Lee County, MS",Mississippi,Lee,6
CN2808300000000,28,83,"Leflore County, MS",Mississippi,Leflore,
CN2808500000000,28,85,"Lincoln County, MS",Mississippi,Lincoln,12
CN2808700000000,28,87,"Lowndes County, MS",Mississippi,Lowndes,8
CN2808900000000,28,89,"Madison County, MS",Mississippi,Madison,9
CN2809100000000,28,91,"Marion County, MS",Mississippi,Marion,22
CN2809300000000,28,93,"Marshall County, MS",Mississippi,Marshall,
CN2809500000000,28,95,"Monroe County, MS",Mississippi,Monroe,
CN2809700000000,28,97,"Montgomery County, MS",Mississippi,Montgomery,
CN2809900000000,28,99,"Neshoba County, MS",Mississippi,Neshoba,17
CN2810100000000,28,101,"Newton County, MS",Mississippi,Newton,
CN2810300000000,28,103,"Noxubee County, MS",Mississippi,Noxubee,
CN2810500000000,28,105,"Oktibbeha County, MS",Mississippi,Oktibbeha,
CN2810700000000,28,107,"Panola County, MS",Mississippi,Panola,12
CN2810900000000,28,109,"Pearl River County, MS",Mississippi,Pearl River,27
CN2811100000000,28,111,"Perry County, MS",Mississippi,Perry,
CN2811300000000,28,113,"Pike County, MS",Mississippi,Pike,8
CN2811500000000,28,115,"Pontotoc County, MS",Mississippi,Pontotoc,13
CN2811700000000,28,117,"Prentiss County, MS",Mississippi,Prentiss,
CN2811900000000,28,119,"Quitman County, MS",Mississippi,Quitman,
CN2812100000000,28,121,"Rankin County, MS",Mississippi,Rankin,10
CN2812300000000,28,123,"Scott County, MS",Mississippi,Scott,
CN2812500000000,28,125,"Sharkey County, MS",Mississippi,Sharkey,
CN2812700000000,28,127,"Simpson County, MS",Mississippi,Simpson,
CN2812900000000,28,129,"Smith County, MS",Mississippi,Smith,
CN2813100000000,28,131,"Stone County, MS",Mississippi,Stone,
CN2813300000000,28,133,"Sunflower County, MS",Mississippi,Sunflower,
CN2813500000000,28,135,"Tallahatchie County, MS",Mississippi,Tallahatchie,
CN2813700000000,28,137,"Tate County, MS",Mississippi,Tate,16
CN2813900000000,28,139,"Tippah County, MS",Mississippi,Tippah,
CN2814100000000,28,141,"Tishomingo County, MS",Mississippi,Tishomingo,32
CN2814300000000,28,143,"Tunica County, MS",Mississippi,Tunica,
CN2814500000000,28,145,"Union County, MS",Mississippi,Union,
CN2814700000000,28,147,"Walthall County, MS",Mississippi,Walthall,
CN2814900000000,28,149,"Warren County, MS",Mississippi,Warren,
CN2815100000000,28,151,"Washington County, MS",Mississippi,Washington,7
CN2815300000000,28,153,"Wayne County, MS",Mississippi,Wayne,21
CN2815500000000,28,155,"Webster County, MS",Mississippi,Webster,
CN2815700000000,28,157,"Wilkinson County, MS",Mississippi,Wilkinson,
CN2815900000000,28,159,"Winston County, MS",Mississippi,Winston,
CN2816100000000,28,161,"Yalobusha County, MS",Mississippi,Yalobusha,
CN2816300000000,28,163,"Yazoo County, MS",Mississippi,Yazoo,
CN2900100000000,29,1,"Adair County, MO",Missouri,Adair,18
CN2900300000000,29,3,"Andrew County, MO",Missouri,Andrew,
CN2900500000000,29,5,"Atchison County, MO",Missouri,Atchison,
CN2900700000000,29,7,"Audrain County, MO",Missouri,Audrain,
CN2900900000000,29,9,"Barry County, MO",Missouri,Barry,13
CN2901100000000,29,11,"Barton County, MO",Missouri,Barton,
CN2901300000000,29,13,"Bates County, MO",Missouri,Bates,20
CN2901500000000,29,15,"Benton County, MO",Missouri,Benton,18
CN2901700000000,29,17,"Bollinger County, MO",Missouri,Bollinger,
CN2901900000000,29,19,"Boone County, MO",Missouri,Boone,11
CN2902100000000,29,21,"Buchanan County, MO",Missouri,Buchanan,13
CN2902300000000,29,23,"Butler County, MO",Missouri,Butler,23
CN2902500000000,29,25,"Caldwell County, MO",Missouri,Caldwell,
CN2902700000000,29,27,"Callaway County, MO",Missouri,Callaway,16
CN2902900000000,29,29,"Camden County, MO",Missouri,Camden,17
CN2903100000000,29,31,"Cape Girardeau County, MO",Missouri,Cape Girardeau,12
CN2903300000000,29,33,"Carroll County, MO",Missouri,Carroll,
CN2903500000000,29,35,"Carter County, MO",Missouri,Carter,
CN2903700000000,29,37,"Cass County, MO",Missouri,Cass,13
CN2903900000000,29,39,"Cedar County, MO",Missouri,Cedar,
CN2904100000000,29,41,"Chariton County, MO",Missouri,Chariton,
CN2904300000000,29,43,"Christian County, MO",Missouri,Christian,11
CN2904500000000,29,45,"Clark County, MO",Missouri,Clark,
CN2904700000000,29,47,"Clay County, MO",Missouri,Clay,13
CN2904900000000,29,49,"Clinton County, MO",Missouri,Clinton,24
CN2905100000000,29,51,"Cole County, MO",Missouri,Cole,10
CN2905300000000,29,53,"Cooper County, MO",Missouri,Cooper,
CN2905500000000,29,55,"Crawford County, MO",Missouri,Crawford,28
CN2905700000000,29,57,"Dade County, MO",Missouri,Dade,
